presto,ft,w,act_run,sch_run,ideal_prod,good_out,availability,performance,quality,oee,obj,time,message,count,PrestoOk,PrestoNGst4,PrestoNGst7,PrestoTotal,Part I.D,Minimum weld width (mm),Weld Intensity Avg,Membrane Intensity,Average Body intensity,,Weld width LL,Weld width UL,Weld Intensity Avg LL,Weld Intensity Avg UL,Membrane Intensity LL,Membrane Intensity UL,Average Body intensity LL,Average Body intensity UL,,VS Defects,VS Defects count
,,,,,,,,,,,,,,,,,,,DA0008-0341-3/8,2.322,164.799,253.366,157.244,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0342-3/8,2.345,164.721,253.606,155.259,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0343-3/8,2.388,160.044,253.107,155.433,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0344-3/8,2.348,163.166,253.588,153.901,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0345-3/8,2.355,166.014,252.072,154.683,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0346-3/8,2.371,162.42,252.933,153.583,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0347-3/8,2.36,162.349,252.779,155.557,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0348-3/8,2.407,163.433,252.607,153.518,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0349-3/8,2.407,158.812,253.359,155.828,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0350-3/8,2.352,165.132,253.285,153.961,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0351-3/8,2.435,160.058,252.847,154.832,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0352-3/8,2.38,160.34,253.084,155.346,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0353-3/8,2.447,162.017,253.398,154.304,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0354-3/8,2.416,161.672,253.266,156.185,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0355-3/8,2.407,160.637,252.957,154.683,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0356-3/8,2.398,175.904,253.33,161.741,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0358-3/8,2.355,165.452,253.73,158.172,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0359-3/8,2.413,165.876,253.633,155.506,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0360-3/8,2.423,166.404,253.392,154.391,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0361-3/8,2.442,166.384,253.272,155.723,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0362-3/8,2.446,166.371,253.126,155.867,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0363-3/8,2.483,162.872,252.752,155.275,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0364-3/8,2.53,163.173,253.29,153.412,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0365-3/8,2.465,164.297,253.057,156.386,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0366-3/8,2.561,162.891,253.481,154.146,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0367-3/8,2.499,164.16,253.037,155.776,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0368-3/8,2.519,162.632,253.373,156.339,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0369-3/8,2.52,163.608,253.289,153.746,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0370-3/8,2.5,173.415,252.732,156.982,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0371-3/8,2.539,164.535,253.61,154.144,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0372-3/8,2.604,160.227,253.661,155.802,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0373-3/8,2.606,161.591,252.951,154.719,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0374-3/8,2.61,164.893,253.149,156.829,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0375-3/8,2.622,163.538,252.576,154.281,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0376-3/8,2.624,162.711,254.01,156.156,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0377-3/8,2.571,163.988,253.896,155.078,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0378-3/8,2.641,162.439,252.032,154.754,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0379-3/8,2.618,162.816,253.867,154.834,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0380-3/8,2.583,178.113,253.641,161.134,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0381-3/8,2.338,166.826,253.259,153.841,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0382-3/8,2.41,163.919,253.742,156.925,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0383-3/8,2.463,160.576,253.754,152.69,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0384-3/8,2.504,158.907,253.416,153.254,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0385-3/8,2.446,177.107,253.29,160.693,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0386-3/8,2.335,177.04,252.399,159.161,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0388-3/8,2.46,160.646,253.348,153.969,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0389-3/8,2.404,160.418,253.585,155.777,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0390-3/8,2.488,161.548,253.235,155.405,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0391-3/8,2.382,172.006,252.454,159.289,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0392-3/8,2.524,160.599,253.502,155.301,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0393-3/8,2.594,157.301,252.727,155.749,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0394-3/8,2.586,159.378,253.087,154.995,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0395-3/8,2.514,157.948,253.366,154.75,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0396-3/8,2.604,157.561,253.312,153.288,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0397-3/8,2.529,168.187,253.48,157.401,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0398-3/8,2.513,174.613,253.489,160.314,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0401-3/8,1.983,170.128,253.418,156.526,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0402-3/8,1.994,168.177,253.436,154.882,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0403-3/8,2.092,167.053,254.079,154.355,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0404-3/8,2.096,169.023,253.198,152.233,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0405-3/8,2.111,168.272,253.428,152.99,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0406-3/8,2.028,169.287,253.223,154.89,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0407-3/8,2.153,164.793,253.499,156.776,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0408-3/8,2.129,167.752,253.608,153.184,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0409-3/8,2.148,169.103,253.443,157.168,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0410-3/8,2.189,167.829,253.416,154.228,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0411-3/8,2.082,171.128,253.296,155.731,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0412-3/8,2.223,164.807,253.476,152.993,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0413-3/8,2.217,164.699,253.624,156.664,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0414-3/8,2.256,161.975,253.264,155.604,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0415-3/8,2.169,166.834,253.816,156.862,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0416-3/8,2.222,175.068,253.828,157.376,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0417-3/8,2.203,168.475,253.907,156.716,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0418-3/8,2.176,168.929,253.262,155.148,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0419-3/8,2.275,164.259,253.958,153.008,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0420-3/8,2.22,164.883,253.284,153.619,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0421-3/8,2.288,165.722,252.828,154.022,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0422-3/8,2.267,163.975,253.21,153.33,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0423-3/8,2.303,167.172,252.891,156.338,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0424-3/8,2.335,158.74,253.634,154.386,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0425-3/8,2.268,165.288,253.504,157.78,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0426-3/8,2.322,163.906,252.837,154.513,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0427-3/8,2.319,162.283,252.703,152.587,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0428-3/8,2.314,167.527,252.9,153.381,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0429-3/8,2.328,165.631,253.868,153.256,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0430-3/8,2.299,163.242,254.302,156.837,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0431-3/8,2.374,160.63,253.419,154.83,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0432-3/8,2.352,164.789,252.99,151.553,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0433-3/8,2.291,177.677,253.268,162.238,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0434-3/8,2.284,164.799,253.671,152.796,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0435-3/8,2.28,175.562,253.178,158.336,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0436-3/8,2.308,162.09,253.821,154.138,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0437-3/8,2.335,164.017,253.409,157.064,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0438-3/8,2.373,162.672,253.53,156.271,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0439-3/8,2.302,176.982,253.201,160.76,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0440-3/8,2.392,169.184,253.427,155.395,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0441-3/8,2.424,174.107,253.552,158.81,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0442-3/8,2.435,167.576,253.312,152.487,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0443-3/8,2.478,159.173,253.81,154.177,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0444-3/8,2.452,160.587,253.437,153.319,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0445-3/8,2.465,171.313,253.66,159.404,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0446-3/8,2.427,158.856,254.315,155.154,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0447-3/8,2.574,158.622,253.943,152.97,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0448-3/8,2.574,157.248,253.578,151.232,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0449-3/8,2.489,159.759,252.863,151.461,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0450-3/8,2.463,176.019,253.5,159.021,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0452-3/8,2.438,167.245,253.572,156.707,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0453-3/8,2.485,166.46,253.829,155.066,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0454-3/8,2.517,161.13,253.49,153.773,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0455-3/8,2.564,162.963,253.77,152.666,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0456-3/8,2.445,167.964,253.843,156.429,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0457-3/8,2.532,165.067,254.079,155.321,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0458-3/8,2.581,163.341,253.901,153.747,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0459-3/8,2.631,162.247,253.725,152.539,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0460-3/8,2.611,162.455,253.389,156.761,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0461-3/8,2.562,178.919,253.438,164.472,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0462-3/8,2.485,166.845,253.052,151.343,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0463-3/8,2.532,166.76,252.927,150.574,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0464-3/8,2.64,163.864,253.043,154.679,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0465-3/8,2.555,164.431,253.135,155.831,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0466-3/8,2.66,159.907,252.669,152.522,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0467-3/8,2.636,162.428,253.254,153.702,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0468-3/8,2.593,176.895,253.153,162.601,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0469-3/8,2.567,164.399,253.312,151.477,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0470-3/8,2.671,161.293,253.532,152.258,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0471-3/8,2.719,160.196,253.288,151.71,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0472-3/8,2.669,162.344,253.252,154.367,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0473-3/8,2.706,161.195,253.605,154.793,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0474-3/8,2.718,160.853,253.532,153.097,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0475-3/8,2.681,169.458,253.328,158.04,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0476-3/8,2.593,166.486,253.496,155.791,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0477-3/8,2.608,173.352,252.398,159.755,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0478-3/8,2.649,164.594,253.864,155.978,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0479-3/8,2.635,165.424,253.296,156.07,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0480-3/8,2.708,162.937,253.067,155.745,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0481-3/8,2.603,174.808,253.069,161.572,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0484-3/8,2.11,172.96,252.787,154.497,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0485-3/8,2.076,179.195,253.298,160.221,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0486-3/8,2.11,170.282,253.183,154.213,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0487-3/8,2.164,172.258,253.472,157.797,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0488-3/8,2.172,167.842,253.019,155.004,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0489-3/8,2.164,171.285,253.32,156.763,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0490-3/8,2.259,171.093,252.734,156.527,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0491-3/8,2.306,168.15,252.532,153.361,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0492-3/8,2.288,169.96,251.809,154.905,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0493-3/8,2.321,170.95,253.848,154.889,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0494-3/8,2.361,170.101,252.971,155.181,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0495-3/8,2.293,172.32,252.425,156.739,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0496-3/8,2.401,164.863,251.984,152.623,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0497-3/8,2.381,168.791,253.209,157.591,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0498-3/8,2.343,179.128,252.942,161.521,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0499-3/8,2.362,169.924,252.169,155.63,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0500-3/8,2.397,166.328,252.43,151.328,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0501-3/8,2.382,175.032,252.128,154.812,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0502-3/8,2.427,167.08,253.249,153.314,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0503-3/8,2.432,173.777,252.572,159.468,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0504-3/8,2.403,172.453,252.517,156.795,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0505-3/8,2.42,166.624,252.752,156.16,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0506-3/8,2.384,167.16,252.738,152.076,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0507-3/8,2.41,167.246,252.511,153.672,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0508-3/8,2.471,168.138,252.288,153.362,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0509-3/8,2.39,169.963,252.006,155.317,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0510-3/8,2.473,167.867,252.506,154.536,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0511-3/8,2.433,166.888,252.546,155.289,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0512-3/8,2.439,164.282,252.667,152.195,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0513-3/8,2.496,164.085,252.028,152.827,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0514-3/8,2.489,166.556,252.752,154.872,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0515-3/8,2.464,166.712,250.874,156.327,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0516-3/8,2.481,165.215,253.414,155.674,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0517-3/8,2.476,166.722,252.707,153.141,,1,2.479,30,192.5,250,254.99,145,180,,,
,,,,,,,,,,,,,,,,,,,DA0008-0518-3/8,2.558,162.784,253.111,153.718,,1,2.479,30,192.5,250,254.99,145,180,,,
